NAME	Description	mir130_1	Control_1	mir130_2	Control_2	mir130_3	Control_3
CXorf21	ENSG00000120280.5	231	297	469	534	388	355
CKS1BP6	ENSG00000178556.8	14	16	16	17	33	32
FTLP2	ENSG00000232368.1	335	346	237	200	268	354
GK	ENSG00000198814.8	4127	3456	3561	3964	5327	4034
GK-IT1	ENSG00000229331.1	4	2	0	2	6	2
RP11-242C19.2	ENSG00000241886.1	8	4	5	15	11	7
GK-AS1	ENSG00000243055.1	1	7	3	11	4	7
TAB3	ENSG00000157625.11	447	763	898	1150	633	699
DMD	ENSG00000198947.10	6	12	21	8	9	8
NPM1P8	ENSG00000236285.1	8	11	11	6	10	8
TBCAP1	ENSG00000226781.1	163	130	141	148	127	129
RP11-305F18.1	ENSG00000233928.1	0	0	0	2	0	0
FAM47A	ENSG00000185448.9	0	1	0	0	0	0
TMEM47	ENSG00000147027.3	0	0	0	0	7	0
CXorf22	ENSG00000165164.8	3	8	7	0	1	1
CHDC2	ENSG00000176034.8	0	0	3	0	0	0
BX842568.2	ENSG00000223723.1	34	60	67	63	35	63
BX842568.4	ENSG00000231069.1	5	0	0	0	4	2
PRRG1	ENSG00000130962.13	281	128	248	179	330	366
FAM47DP	ENSG00000174678.9	0	0	0	1	0	0
LANCL3	ENSG00000147036.7	1111	535	334	439	515	550
XK	ENSG00000047597.5	950	1353	1416	2035	1297	1766
CYBB	ENSG00000165168.6	31	53	121	75	38	51
DYNLT3	ENSG00000165169.6	2265	1503	1932	1924	3770	2100
SYTL5	ENSG00000147041.7	0	0	0	0	0	2
SRPX	ENSG00000101955.10	27	24	3	29	37	32
RPGR	ENSG00000156313.8	788	617	623	802	813	497
TSPAN7	ENSG00000156298.8	98	84	170	188	225	187
RP4-646N3.1	ENSG00000235806.1	1	0	1	1	1	0
MID1IP1	ENSG00000165175.11	1032	1386	709	1373	290	631
MID1IP1-AS1	ENSG00000238123.1	8	6	3	3	2	3
RP11-157D23.2	ENSG00000234191.1	0	0	0	0	0	3
GAPDHP1	ENSG00000228232.1	2418	2962	1141	1548	1265	2399
RPS11P7	ENSG00000214047.4	5	2	0	1	3	1
AC092198.1	ENSG00000223486.1	9	10	0	9	3	11
BCOR	ENSG00000183337.12	1114	1652	1229	1748	1259	1259
RP11-320G24.1	ENSG00000236393.1	0	2	0	0	0	0
RP6-186E3.1	ENSG00000214045.3	0	2	1	1	0	0
ATP6AP2	ENSG00000182220.9	14292	10816	11632	12824	17589	13399
CXorf38	ENSG00000185753.8	835	868	790	955	662	816
MED14	ENSG00000180182.6	1955	2833	2397	3540	3077	2388
MED14-AS1	ENSG00000234636.1	55	31	45	35	32	35
RP11-169L17.5	ENSG00000237661.1	3	2	0	1	0	0
MKRN4P	ENSG00000238222.3	11	11	12	20	11	11
SDCBPP3	ENSG00000232801.1	42	49	82	63	213	143
RPS2P55	ENSG00000216866.4	120	188	121	144	116	151
RP11-469E19.1	ENSG00000237931.1	3	2	4	2	3	12
USP9X	ENSG00000124486.8	2418	2893	4139	4988	5880	5402
RP5-1172N10.2	ENSG00000223714.1	2	2	0	1	3	1
RP13-13A3.1	ENSG00000226641.1	0	1	0	1	0	0
DDX3X	ENSG00000215301.5	14167	20243	30073	38021	17973	15938
RN7SL15P	ENSG00000264573.1	0	3	0	5	2	0
NYX	ENSG00000188937.5	6	3	3	3	6	3
CASK	ENSG00000147044.16	387	527	613	677	243	392
RNU6-1321P	ENSG00000212207.1	0	0	0	0	3	0
RP11-204C16.4	ENSG00000217624.2	79	96	111	105	107	115
GPR34	ENSG00000171659.9	10	21	27	20	33	30
GPR82	ENSG00000171657.5	19	8	13	4	8	6
RP5-1174J21.2	ENSG00000229822.2	0	0	1	0	0	0
RP5-1174J21.1	ENSG00000237875.1	0	0	1	0	0	0
ATP5G2P4	ENSG00000228847.1	29	41	23	35	31	38
PPP1R2P9	ENSG00000102055.5	0	3	0	0	0	0
MAOA	ENSG00000189221.5	217	237	278	218	583	429
MAOB	ENSG00000069535.12	11	57	71	87	62	37
RP6-218J18.2	ENSG00000214019.2	139	137	165	141	287	238
EFHC2	ENSG00000183690.12	1285	1008	1133	1181	1954	1534
TATDN2P1	ENSG00000198414.5	194	152	61	52	183	196
RRM2P3	ENSG00000214018.3	73	74	117	100	85	114
FDPSP5	ENSG00000215035.2	29	23	40	31	65	52
FUNDC1	ENSG00000069509.5	2673	2326	2483	2271	4304	3062
CHTF8P1	ENSG00000233543.1	17	22	25	28	3	3
RP6-105D16.1	ENSG00000214016.3	5	2	5	6	1	0
DUSP21	ENSG00000189037.6	0	0	4	0	0	0
KDM6A	ENSG00000147050.10	1004	2010	1999	2887	1729	1878
RNU6-523P	ENSG00000252113.1	0	1	0	2	0	0
CXorf36	ENSG00000147113.12	0	0	0	0	5	0
RP11-342D14.1	ENSG00000229491.1	0	0	1	0	0	0
RP6-99M1.2	ENSG00000270069.1	110	89	45	76	76	63
MIR221	ENSG00000207870.1	11	19	4	7	12	12
RP6-99M1.3	ENSG00000269902.1	8	6	5	7	4	3
RP5-1158E12.3	ENSG00000231566.1	196	109	70	57	44	43
KRT18P68	ENSG00000213100.2	0	1	1	0	0	1
PCNAP3	ENSG00000214009.2	3	5	9	6	3	8
ACTBP1	ENSG00000229145.1	2	0	0	0	0	0
GAPDHP65	ENSG00000235587.2	714	865	298	409	370	682
KRBOX4	ENSG00000147121.11	1143	1203	916	1231	1447	1405
RP11-75A9.3	ENSG00000224072.1	1	4	0	4	4	3
ZNF674	ENSG00000251192.3	61	66	76	114	82	85
RNU6-50P	ENSG00000199226.1	0	0	3	1	0	0
ZNF674-AS1	ENSG00000230844.2	664	586	654	754	1044	813
RP1-71L16.9	ENSG00000270499.1	0	3	1	4	1	0
CHST7	ENSG00000147119.3	186	220	110	216	146	136
SLC9A7	ENSG00000065923.5	764	755	724	952	344	773
PGAM1P7	ENSG00000213997.3	21	23	41	38	17	51
YBX1P8	ENSG00000226048.1	3	2	3	5	0	0
RP11-198M15.1	ENSG00000215284.2	12	11	16	10	13	17
RP2	ENSG00000102218.5	3186	3022	3264	3692	7051	4582
CXorf31	ENSG00000204904.3	9	4	4	12	17	8
PHF16	ENSG00000102221.9	519	737	1019	1032	536	649
RGN	ENSG00000130988.8	0	5	2	3	4	3
RNU6-1189P	ENSG00000206685.1	0	0	2	1	0	0
NDUFB11	ENSG00000147123.10	6644	7563	6494	6314	6487	6757
RBM10	ENSG00000182872.11	2083	2742	1926	3080	500	1093
CTD-2522E6.4	ENSG00000237351.1	8	16	6	12	1	2
UBA1	ENSG00000130985.12	6109	9792	6480	11992	1627	3667
INE1	ENSG00000224975.1	86	59	45	61	31	41
CDK16	ENSG00000102225.11	872	1352	717	1390	195	809
USP11	ENSG00000102226.5	6430	9293	7535	7605	4753	12152
RP11-571E6.1	ENSG00000237623.1	1	0	0	0	0	0
ZNF157	ENSG00000147117.7	24	29	23	26	58	6
SNORA11C	ENSG00000221459.1	2	0	0	0	0	0
NPM1P49	ENSG00000226556.2	1	2	0	0	3	2
ZNF41	ENSG00000147124.8	714	865	912	1286	1219	1076
CXorf24	ENSG00000196741.3	63	90	71	154	65	144
NUS1P1	ENSG00000235636.1	32	16	36	32	21	22
ARAF	ENSG00000078061.8	3465	4146	3851	3746	807	3052
SYN1	ENSG00000008056.8	92	91	11	34	42	34
TIMP1	ENSG00000102265.7	9494	10238	5705	8252	9935	9803
CFP	ENSG00000126759.8	353	299	122	187	115	222
ELK1	ENSG00000126767.13	719	990	389	896	99	181
UXT	ENSG00000126756.7	3658	3553	2549	3290	2705	2686
RP1-212G6.7	ENSG00000267064.1	6	12	6	23	7	7
CXXC1P1	ENSG00000187893.6	0	7	0	0	2	2
WASF4P	ENSG00000188459.3	15	18	24	23	6	17
ZNF81	ENSG00000197779.9	133	214	143	250	144	153
RPL7P57	ENSG00000224401.2	7	4	15	12	15	16
ZNF182	ENSG00000147118.6	795	1138	974	1202	1527	1476
ZNF630	ENSG00000221994.6	222	174	210	238	317	250
ZNF630-AS1	ENSG00000238068.1	1	0	0	4	0	3
SPACA5B	ENSG00000171478.7	0	0	2	0	0	0
RP11-38O23.4	ENSG00000233139.1	0	1	0	0	0	1
RP11-344N17.9	ENSG00000225055.1	2	2	0	0	0	0
AF196972.4	ENSG00000226971.1	56	36	22	55	28	18
SLC38A5	ENSG00000017483.10	4139	4510	5010	4940	2102	2638
FTSJ1	ENSG00000068438.10	4570	3971	4269	4414	2434	3210
AF196972.9	ENSG00000224292.1	18	14	18	17	37	26
PORCN	ENSG00000102312.16	662	586	389	513	63	290
EBP	ENSG00000147155.6	21546	21921	19445	17768	19826	15773
TBC1D25	ENSG00000068354.11	735	822	588	739	114	410
AC115618.1	ENSG00000204620.2	3	11	6	8	15	11
RBM3	ENSG00000102317.13	9169	8940	8739	13032	6917	6331
RP11-1148L6.5	ENSG00000228343.1	12	5	9	9	3	5
WDR13	ENSG00000101940.13	2552	2748	2588	2070	2478	3457
VN1R110P	ENSG00000231725.1	9	5	5	12	13	17
WAS	ENSG00000015285.6	1154	1253	366	804	123	202
SUV39H1	ENSG00000101945.12	1108	1281	1192	1500	166	595
AF196970.3	ENSG00000232828.1	1	0	2	3	0	3
RNU6-1056P	ENSG00000206723.1	0	0	0	0	0	1
GLOD5	ENSG00000171433.7	74	59	24	35	29	37
AC115617.2	ENSG00000233585.1	61	52	61	46	62	112
RNU6-29P	ENSG00000207367.1	1	1	0	5	0	1
GATA1	ENSG00000102145.9	14892	14620	9054	9919	1238	5723
HDAC6	ENSG00000094631.14	2970	3742	2208	3452	619	1380
ERAS	ENSG00000187682.1	14	5	4	3	7	4
PCSK1N	ENSG00000102109.7	25	23	12	6	9	21
TIMM17B	ENSG00000126768.8	2624	2670	2646	2320	1995	2739
PQBP1	ENSG00000102103.11	1841	2333	2258	2315	1684	1882
SLC35A2	ENSG00000102100.10	1314	1544	1376	1679	311	958
PIM2	ENSG00000102096.9	10176	10636	5120	5467	1652	6914
OTUD5	ENSG00000068308.9	1449	2030	1390	2178	399	1170
RNU6-722P	ENSG00000223309.1	97	51	45	17	81	40
KCND1	ENSG00000102057.5	90	181	49	118	20	70
GRIPAP1	ENSG00000068400.9	2134	2400	1468	1820	557	1361
TFE3	ENSG00000068323.12	611	894	285	802	83	169
CCDC120	ENSG00000147144.8	106	130	42	101	25	51
PRAF2	ENSG00000243279.2	371	558	593	638	242	589
WDR45	ENSG00000196998.11	457	639	494	595	354	526
GPKOW	ENSG00000068394.9	1441	1735	1844	1625	1796	2258
RN7SL262P	ENSG00000265033.1	1	4	3	1	0	5
MAGIX	ENSG00000017621.11	292	253	158	167	345	396
PLP2	ENSG00000102007.6	3114	3425	2584	2952	2504	2430
PRICKLE3	ENSG00000012211.8	841	804	243	516	39	193
SYP	ENSG00000102003.6	28	60	20	42	4	23
CACNA1F	ENSG00000102001.8	30	33	22	43	19	90
HSPB1P2	ENSG00000230216.1	2	3	9	2	13	10
CCDC22	ENSG00000101997.8	866	1259	981	1235	103	417
FOXP3	ENSG00000049768.10	5	8	5	9	0	2
PPP1R3F	ENSG00000049769.8	143	109	75	113	37	47
LL0XNC01-7P3.1	ENSG00000270012.1	59	58	41	63	17	34
GAGE10	ENSG00000215274.5	0	0	2	1	0	1
VDAC1P2	ENSG00000213856.3	37	43	57	39	45	46
USP27X-AS1	ENSG00000234390.4	48	57	33	53	8	53
USP27X	ENSG00000242013.4	35	36	34	25	21	28
CLCN5	ENSG00000171365.11	192	152	217	309	108	159
AKAP4	ENSG00000147081.10	0	0	0	10	0	0
CCNB3	ENSG00000147082.13	8	12	12	14	8	4
DGKK	ENSG00000204466.5	1	0	0	0	0	0
SHROOM4	ENSG00000158352.11	20	22	45	34	83	36
H3F3AP5	ENSG00000226881.4	32	32	26	27	37	41
RP11-104D21.3	ENSG00000230317.1	0	0	0	0	0	1
NUDT10	ENSG00000122824.6	442	353	311	441	535	457
RP11-348F1.3	ENSG00000229151.1	2	7	6	9	16	11
RP11-348F1.2	ENSG00000226530.1	8	13	12	17	11	17
CXorf67	ENSG00000187690.2	6	4	1	1	0	0
NUDT11	ENSG00000196368.4	877	874	852	1170	770	631
CENPVP3	ENSG00000224109.1	22	34	24	27	15	27
CENPVP2	ENSG00000227997.3	1	1	0	0	0	1
CENPVP1	ENSG00000223591.4	3	2	2	0	0	1
GSPT2	ENSG00000189369.7	1151	1293	1605	1712	1581	1855
MAGED1	ENSG00000179222.13	13225	14000	10302	11788	3447	9429
RP11-22B10.3	ENSG00000236576.1	1	1	2	6	0	2
RNU6-504P	ENSG00000252377.1	1	1	0	0	0	0
IPO7P1	ENSG00000232951.1	1	0	0	0	1	1
MAGED4B	ENSG00000187243.12	4	11	5	4	1	2
MAGED4	ENSG00000154545.12	7	9	7	6	4	11
RP11-552J9.9	ENSG00000228354.1	12	7	4	3	4	8
SPANXN5	ENSG00000204363.4	1	0	0	0	0	0
RP13-77O11.11	ENSG00000196395.6	0	0	0	0	0	1
EIF4A2P4	ENSG00000224781.1	11	6	8	11	23	16
FAM156B	ENSG00000179304.12	96	175	148	148	26	60
FAM156A	ENSG00000182646.12	59	72	51	66	19	54
GPR173	ENSG00000184194.5	20	33	19	19	8	23
RP1-290F12.3	ENSG00000270497.1	2	2	1	0	2	0
TSPYL2	ENSG00000184205.10	923	930	746	555	412	1491
RP11-236P24.3	ENSG00000234019.1	0	1	1	5	1	4
RP11-258C19.5	ENSG00000232593.2	62	78	86	100	80	63
RP11-236P24.1	ENSG00000235224.1	0	1	3	0	3	6
RNU7-37P	ENSG00000251707.1	0	0	0	1	0	0
ACTG1P10	ENSG00000231340.1	9	15	20	11	6	7
RP11-258C19.4	ENSG00000227329.2	1	5	5	3	8	6
RP11-258C19.7	ENSG00000270189.1	176	196	112	172	196	151
KDM5C	ENSG00000126012.7	1095	2724	877	2956	142	226
KDM5C-IT1	ENSG00000235262.1	3	0	0	3	0	0
IQSEC2	ENSG00000124313.8	63	34	35	31	52	25
SMC1A	ENSG00000072501.13	7924	11990	12240	17745	4093	6338
RIBC1	ENSG00000158423.12	49	56	34	48	127	126
HSD17B10	ENSG00000072506.8	2440	3094	4637	3248	5485	4237
RP3-339A18.6	ENSG00000233250.1	15	7	13	11	0	2
RP3-339A18.3	ENSG00000235416.1	0	3	1	1	1	0
HUWE1	ENSG00000086758.11	3110	4428	3859	4790	2251	3329
MIR98	ENSG00000271886.1	1	1	4	2	3	2
MIRLET7F2	ENSG00000208012.1	0	0	0	0	2	0
RP11-272G22.3	ENSG00000229037.2	2	2	4	8	12	7
RP13-444K19.1	ENSG00000235916.1	28	8	30	14	39	19
PHF8	ENSG00000172943.14	337	718	492	1132	113	257
FAM120C	ENSG00000184083.7	192	225	253	302	208	135
RP11-161N3.3	ENSG00000224949.2	0	0	1	0	0	0
WNK3	ENSG00000196632.6	173	132	106	88	262	171
RPL7AP71	ENSG00000234566.1	0	1	0	0	0	0
TSR2	ENSG00000158526.7	4285	3517	3950	3374	4740	4822
FGD1	ENSG00000102302.7	104	135	89	113	35	54
GNL3L	ENSG00000130119.11	369	684	936	1073	218	391
MAGED2	ENSG00000102316.12	16649	17029	14080	12926	7656	20800
SNORA11	ENSG00000221716.1	7	5	4	8	8	10
TRO	ENSG00000067445.16	1540	2404	1878	1925	1240	3213
PFKFB1	ENSG00000158571.6	19	21	14	8	21	28
APEX2	ENSG00000169188.4	2346	2740	2316	2706	647	2283
ALAS2	ENSG00000158578.14	268	163	233	100	265	203
RP11-266I3.1	ENSG00000234466.1	0	0	1	0	0	0
PAGE2B	ENSG00000238269.4	5	4	6	0	9	8
PAGE2	ENSG00000234068.2	4	3	0	0	9	13
FAM104B	ENSG00000182518.9	1308	1085	1331	1273	1911	1402
MTRNR2L10	ENSG00000256045.1	14	13	35	26	10	9
PAGE5	ENSG00000158639.7	0	3	0	0	0	0
MAGEH1	ENSG00000187601.3	1147	1260	1167	1365	1246	1275
USP51	ENSG00000247746.4	145	208	212	221	222	222
RP13-146A14.1	ENSG00000235136.1	0	0	0	0	0	1
FOXR2	ENSG00000189299.5	0	0	0	0	0	3
RRAGB	ENSG00000083750.8	920	819	791	908	952	1198
RP13-188A5.1	ENSG00000227486.1	65	61	36	58	106	145
RP11-54I5.1	ENSG00000214745.2	0	2	3	0	7	3
AL353698.1	ENSG00000233889.1	4	0	0	0	0	0
KLF8	ENSG00000102349.10	55	76	63	80	100	126
RPL23AP83	ENSG00000234135.2	0	0	0	0	0	1
UBQLN2	ENSG00000188021.7	3441	3941	4915	5085	586	2268
RP11-431N15.2	ENSG00000230105.1	4	1	6	2	4	3
RP11-622K12.1	ENSG00000204272.6	5151	4447	3846	4151	7305	5753
UQCRBP1	ENSG00000237748.1	2	1	3	3	7	1
RP11-445O16.3	ENSG00000224799.1	4	6	5	4	8	8
SPIN3	ENSG00000204271.6	282	322	379	403	656	663
RP11-445O16.2	ENSG00000237708.1	0	2	0	0	5	2
SPIN2B	ENSG00000186787.7	662	530	444	522	669	645
RP3-323P24.3	ENSG00000226310.1	18	20	11	22	20	14
SPIN2A	ENSG00000147059.7	19	23	8	12	3	6
PPP1R11P2	ENSG00000231765.1	0	0	1	0	0	0
FAAH2	ENSG00000165591.6	93	57	72	93	138	163
MTHFD1P1	ENSG00000231831.1	41	58	80	74	28	53
ZXDB	ENSG00000198455.3	244	288	207	549	159	191
ZXDA	ENSG00000198205.5	60	154	125	168	48	47
RP11-3D23.1	ENSG00000236852.1	67	51	66	59	98	72
CBX1P1	ENSG00000230823.2	1	2	2	1	1	3
RP11-357C3.3	ENSG00000235437.3	1631	1926	1295	1465	630	1367
SPIN4	ENSG00000186767.5	1387	1968	1891	3003	1549	1631
SPIN4-AS1	ENSG00000233661.1	1	0	3	0	1	3
ARHGEF9	ENSG00000131089.9	862	1300	895	1129	888	1502
ARHGEF9-IT1	ENSG00000231729.1	0	0	1	0	0	1
BTF3P8	ENSG00000236813.1	4	5	5	7	9	9
HNRNPDP1	ENSG00000232794.1	29	48	45	67	28	23
RP11-403E24.1	ENSG00000226010.1	0	0	2	0	0	0
AMER1	ENSG00000184675.5	36	32	43	23	14	31
MTMR8	ENSG00000102043.11	449	370	371	397	710	549
RP11-284B18.3	ENSG00000213754.2	12	5	13	23	10	24
GRPEL2P2	ENSG00000225814.1	2	0	2	1	5	0
ZC4H2	ENSG00000126970.11	1389	1370	969	1248	928	1331
RP11-231N9.1	ENSG00000237971.1	1	2	2	0	0	6
AL445523.1	ENSG00000222596.1	0	0	0	0	1	0
CCT4P2	ENSG00000225569.1	10	10	11	4	12	12
RP11-151G12.2	ENSG00000237963.1	2	1	5	2	1	1
TLE1P1	ENSG00000228158.1	3	5	8	8	6	10
ZC3H12B	ENSG00000102053.11	116	160	157	112	91	142
LAS1L	ENSG00000001497.12	6345	6267	8631	6885	5544	6119
FRMD8P1	ENSG00000227942.1	5	7	3	10	0	0
MSN	ENSG00000147065.12	51328	70683	46389	67656	5915	26602
ETF1P3	ENSG00000233833.1	5	10	4	10	13	1
RP11-314A15.2	ENSG00000230039.1	5	2	1	3	0	1
RP6-159A1.2	ENSG00000217835.3	138	120	105	77	117	133
RP6-159A1.3	ENSG00000237311.1	72	75	47	70	152	78
MIR223	ENSG00000207939.1	284	285	103	180	102	140
VSIG4	ENSG00000155659.10	8	9	18	9	6	25
EIF4BP9	ENSG00000237294.1	1	3	2	0	1	4
HEPH	ENSG00000089472.12	37	27	37	31	6	19
PKMP2	ENSG00000235892.1	0	1	0	0	0	0
EDA2R	ENSG00000131080.10	189	164	304	245	169	355
AR	ENSG00000169083.11	7	7	18	10	1	18
RP6-201G10.2	ENSG00000260118.1	3	0	0	2	2	0
OPHN1	ENSG00000079482.11	167	198	194	213	174	223
RP11-516A11.1	ENSG00000228328.2	196	249	130	158	242	366
Y_RNA	ENSG00000206646.1	2	2	0	0	0	0
YIPF6	ENSG00000181704.7	2399	2216	3299	2708	6987	4365
RNU6-245P	ENSG00000206747.1	0	0	0	1	0	0
RPL31P63	ENSG00000236735.2	3	4	9	3	3	4
STARD8	ENSG00000130052.9	1431	2366	637	1964	414	562
ACTR3P2	ENSG00000232267.1	1	1	2	2	4	2
SERBP1P1	ENSG00000213740.2	197	248	373	237	409	310
EFNB1	ENSG00000090776.5	134	173	122	169	7	14
PJA1	ENSG00000181191.11	2388	2389	2285	2057	1536	2132
HMGN1P35	ENSG00000172186.7	11	8	26	15	28	23
AL158069.1	ENSG00000264604.1	0	3	0	1	0	0
FAM155B	ENSG00000130054.4	15	20	4	26	3	3
EDA	ENSG00000158813.13	0	4	1	1	0	10
5S_rRNA	ENSG00000272351.1	0	0	0	2	0	0
CNOT7P1	ENSG00000233229.1	55	31	43	36	115	71
IGBP1	ENSG00000089289.11	1432	1362	1426	1539	2182	1916
IGBP1-AS2	ENSG00000220925.2	2	0	2	7	4	1
IGBP1-AS1	ENSG00000203588.3	1	1	1	0	0	2
DGAT2L6	ENSG00000184210.5	2	0	1	0	0	4
RNA5SP507	ENSG00000200473.1	0	0	1	0	0	0
P2RY4	ENSG00000186912.5	0	0	0	3	0	0
ARR3	ENSG00000120500.13	11	3	8	12	7	7
RAB41	ENSG00000147127.4	11	13	9	28	5	6
PDZD11	ENSG00000120509.6	1091	1680	1253	1669	1559	1900
KIF4A	ENSG00000090889.10	2536	3345	4054	3981	2422	3201
RP13-26D14.2	ENSG00000231053.1	0	0	0	1	0	0
RNY4P23	ENSG00000201377.1	0	2	1	0	0	0
GDPD2	ENSG00000130055.9	2	1	0	1	0	0
DLG3	ENSG00000082458.7	438	427	302	280	358	418
DLG3-AS1	ENSG00000231651.1	0	0	1	0	0	0
TEX11	ENSG00000120498.9	0	2	0	0	0	0
SLC7A3	ENSG00000165349.7	11	42	21	55	19	23
RPS23P8	ENSG00000230629.2	406	534	520	464	421	500
RP5-1091N2.3	ENSG00000229324.1	11	13	11	6	7	6
RNU1-56P	ENSG00000212605.1	2	0	2	3	1	0
SOCS5P4	ENSG00000227536.1	2	5	2	1	12	2
SNX12	ENSG00000147164.7	391	267	248	275	267	277
FOXO4	ENSG00000184481.12	107	153	84	171	3	20
CXorf65	ENSG00000204165.5	75	69	80	93	85	97
IL2RG	ENSG00000147168.8	9404	14680	11740	13447	16044	19910
MED12	ENSG00000184634.11	1154	2951	1173	3785	350	710
AL590764.1	ENSG00000265597.1	0	0	1	0	0	0
NLGN3	ENSG00000196338.8	16	18	14	21	1	3
RP5-1091N2.9	ENSG00000228427.1	176	229	193	168	293	287
ZMYM3	ENSG00000147130.10	1636	2318	1488	1922	966	1616
NONO	ENSG00000147140.11	20721	24864	22583	26003	17009	17980
ITGB1BP2	ENSG00000147166.6	86	71	80	70	90	72
AL590762.6	ENSG00000224208.1	19	32	40	32	22	36
AL590762.7	ENSG00000213706.2	0	6	1	1	2	5
TAF1	ENSG00000147133.11	324	377	427	617	257	306
AL590762.10	ENSG00000229601.1	2	0	0	0	0	1
AL590762.11	ENSG00000213018.2	14	27	18	17	8	10
snoU13	ENSG00000252525.1	0	0	0	1	0	0
Y_RNA	ENSG00000199751.1	0	0	0	1	0	0
INGX	ENSG00000243468.4	2	5	2	3	0	1
OGT	ENSG00000147162.9	3866	4410	6461	7698	6451	8361
ACRC	ENSG00000147174.7	42	36	42	55	50	84
CXCR3	ENSG00000186810.7	3	3	5	21	2	0
NHSL2	ENSG00000204131.6	9	84	88	161	25	58
RPS26P11	ENSG00000196933.5	21	17	28	16	31	23
RGAG4	ENSG00000242732.3	21	46	18	22	5	16
RP11-262D11.2	ENSG00000225471.2	49	42	31	48	47	45
BX119917.1	ENSG00000215933.1	3	0	2	1	10	5
PIN4	ENSG00000102309.8	2850	2550	2977	2697	4556	3184
RN7SL388P	ENSG00000239577.2	3	2	3	2	0	0
ERCC6L	ENSG00000186871.5	1676	2048	2819	2874	3968	2341
RPS4X	ENSG00000198034.6	22744	22744	19146	24053	20987	18809
CITED1	ENSG00000125931.6	6	6	5	4	6	5
HDAC8	ENSG00000147099.15	4244	3731	4166	3564	6614	5450
RNU2-68P	ENSG00000222810.1	5	1	14	9	6	13
PHKA1	ENSG00000067177.10	545	827	725	1032	562	566
RP1-172N19.3	ENSG00000225858.1	0	0	2	2	0	0
PHKA1-AS1	ENSG00000231944.1	0	0	8	2	2	0
RP1-172N19.4	ENSG00000213698.2	2	0	2	0	0	0
FAM226B	ENSG00000269911.1	5	2	2	1	0	7
NAP1L6	ENSG00000204118.1	0	0	0	0	0	1
NAP1L2	ENSG00000186462.7	0	0	12	15	17	13
AC004074.3	ENSG00000230311.2	55	41	46	50	52	52
MAP2K4P1	ENSG00000269904.2	18	18	20	38	25	18
CHIC1	ENSG00000204116.7	98	79	98	205	166	130
SEPHS1P4	ENSG00000230146.1	34	32	42	42	50	39
TSIX	ENSG00000270641.1	0	1	9	0	24	6
XIST	ENSG00000229807.5	135	169	256	313	213	299
JPX	ENSG00000225470.2	2045	1970	2198	2143	4775	3421
RP13-216E22.4	ENSG00000228906.1	7	11	20	8	6	4
RP13-216E22.5	ENSG00000271199.1	0	1	1	0	0	1
FTX	ENSG00000230590.3	444	419	413	630	219	179
RP13-36G14.4	ENSG00000270223.1	69	44	32	41	42	35
RPSAP14	ENSG00000233984.1	1	0	1	0	0	1
RP13-36G14.3	ENSG00000203397.2	6	8	4	1	2	6
RP13-33H18.1	ENSG00000234969.1	1	4	10	6	4	4
UHRF2P1	ENSG00000223650.1	3	2	1	2	5	1
DDX3YP1	ENSG00000232928.2	19	10	5	5	9	5
DDX3YP2	ENSG00000230986.1	0	0	1	0	1	1
USMG5P1	ENSG00000231549.1	76	70	80	83	50	68
BMP2KL	ENSG00000204113.5	0	1	2	0	2	4
RP3-368A4.5	ENSG00000271430.1	222	146	108	161	151	121
RAB11FIP1P1	ENSG00000228492.2	5	15	15	29	5	14
RP3-368A4.6	ENSG00000271533.1	56	70	80	96	116	92
MIR421	ENSG00000202566.2	6	1	3	8	2	6
MIR374B	ENSG00000212027.1	5	3	7	1	0	1
MIR545	ENSG00000207820.1	0	0	1	0	0	0
AC004386.4	ENSG00000213269.2	4	7	4	5	5	4
PRKRIRP1	ENSG00000230665.3	5	3	16	6	5	7
RPS7P14	ENSG00000213695.3	14	18	16	17	20	17
SLC16A2	ENSG00000147100.5	40	82	61	124	32	51
HNRNPA1P25	ENSG00000231206.2	0	0	0	1	0	0
PABPC1P3	ENSG00000230673.3	24	7	14	24	23	26
RLIM	ENSG00000131263.8	2047	2197	3027	3858	3670	3188
KIAA2022	ENSG00000050030.9	0	0	0	0	0	2
RP11-130N24.2	ENSG00000271589.1	0	0	2	0	0	0
ABCB7	ENSG00000131269.11	1322	1410	1496	1826	2699	2936
RP11-145B3.2	ENSG00000229661.1	1	3	0	0	0	1
UPRT	ENSG00000094841.9	2457	2085	2032	2190	4194	3198
RP11-311P8.2	ENSG00000232186.1	101	83	29	37	137	112
ZDHHC15	ENSG00000102383.9	396	436	393	416	948	660
RPL21P134	ENSG00000233254.1	23	16	21	28	14	15
BRAFP1	ENSG00000224775.2	1	9	3	5	8	1
TTC3P1	ENSG00000215105.3	181	203	636	486	976	1001
MAGEE2	ENSG00000186675.5	0	0	4	5	0	12
RP11-212D3.2	ENSG00000226753.1	0	0	0	1	0	0
RP3-481A17.1	ENSG00000232332.1	15	8	19	13	17	18
PBDC1	ENSG00000102390.6	5099	3942	4578	4129	7380	4733
LDHBP2	ENSG00000213684.4	51	103	108	62	139	85
MAGEE1	ENSG00000198934.3	25	46	138	104	17	32
RP1-279N11.1	ENSG00000235447.2	0	0	1	0	0	0
FGF16	ENSG00000196468.5	62	80	73	57	77	100
ATRX	ENSG00000085224.16	4059	3744	5157	5718	10174	8643
FABP5P15	ENSG00000237106.2	0	0	0	0	0	1
