 Ensembl 	HGNC	N1H1_Pool_1	N1H1_Pool_2	N1H1_Pool_3	P1A8_Pool_1	P1A8_Pool_2	P1A8_Pool_3
ENSG00000242951		0	1	0.9	0	0	0
ENSG00000242952		0	0	0	0	0	0
ENSG00000242953		0	0	0	0	0	0
ENSG00000242958		0	0	0	0	0	0
ENSG00000242960	FTH1P23	2.07	4.02	3.29	3.63	0	2.06
ENSG00000242962		0	0	0	0	0	0
ENSG00000242963		0	0	0	0	0	0
ENSG00000242968		0	0	0	0	0	0
ENSG00000242970		1	1	0	0	1	0
ENSG00000242971		0	0	0	0	0	0
ENSG00000242973		0	0	0	0	0	0
ENSG00000242976		0	0	0	0	0	0
ENSG00000242978		0	0	0	0	0	0
ENSG00000242979	RPS15AP18	0	0	0	0	0	0
ENSG00000242983	CABYRP1	0	0	0	0	0	0
ENSG00000242985		0	0	0	0	0	0
ENSG00000242986		0	0	0	0	0	0
ENSG00000242989		0	0	0	0	0	0
ENSG00000242990		0	0	0	0	0	0
ENSG00000242991		0	0	0	0	0	0
ENSG00000242992	FTH1P4	0	0	0	0	0	0
ENSG00000242993		0	0	0	0	0	0
ENSG00000242995		0	0	0	0	0	0
ENSG00000242998		0	0	0	0	0	0
ENSG00000242999		0	0	0	1	0	0
ENSG00000243000		0	0	0	0	0	0
ENSG00000243004		0	1	0	0	0	0
ENSG00000243005		0	0	0	0	0	0
ENSG00000243007		0	1	0	0	1	0
ENSG00000243008		0	5	0	0	1	0
ENSG00000243011		0	0	0	0	0	0
ENSG00000243012		0	0	0	0	0	0
ENSG00000243014	PTMAP8	0	0	0	0	0	0
ENSG00000243015		1	2	1	3	1	2
ENSG00000243016		0	0	0	0	0	0
ENSG00000243018		0	0	0	0	0	0
ENSG00000243020		0	0	0	0	0	0
ENSG00000243022		0	0	0	0	0	0
ENSG00000243023	UBA52P3	0	0	0	0	0	0
ENSG00000243024	RPS11P6	3	2	0	3	2	3
ENSG00000243025	MTAPP1	0	0	0	0	0	0
ENSG00000243027		0	0	0	0	0	0
ENSG00000243029		0	0	0	0	0	0
ENSG00000243033	GAPDHP47	0	0	0	0	0	0
ENSG00000243035		0	0	0	0	0	0
ENSG00000243038		0	0	0	0	0	0
ENSG00000243039		0	0	0	0	0	0
ENSG00000243040	RBMY2FP	0	0	0	0	0	0
ENSG00000243044		0	0	0	0	0	0
ENSG00000243048	FTH1P18	0	0	0	0	0	0
ENSG00000243049		0	0	0	0	0	0
ENSG00000243050		0	0	0	0	0	0
ENSG00000243051		0	0	0	0	0	0
ENSG00000243053		0	0	0	0	0	0
ENSG00000243055	GK-AS1	0	1	1	0	1	0
ENSG00000243056	EIF4EBP3	73.38	75.41	69.88	0	2.49	0
ENSG00000243058	RPL39P33	0	0	0	0	0	0
ENSG00000243059		0	0	0	0	0	0
ENSG00000243062		0	0	0	0	0	0
ENSG00000243063	IGKV3-7	0	0	0	0	0	0
ENSG00000243064	ABCC13	0	0	0	0	0	0
ENSG00000243066		0	0	0	0	0	0
ENSG00000243069	ARHGEF26-AS1	0	1	0	0	2	0
ENSG00000243071		0	0	0	0	0	1
ENSG00000243072		0	0	0	0	0	0
ENSG00000243073	PRAMEF4	0	0	0	0	0	0
ENSG00000243075		0	0	0	0	0	0
ENSG00000243081		44	31	46	7	5	8
ENSG00000243083		1	0	0	0	0	0
ENSG00000243085		0	0	0	0	0	0
ENSG00000243088		0	0	0	0	0	0
ENSG00000243089		0	0	0	0	0	0
ENSG00000243094		0	0	0	0	0	0
ENSG00000243095		0	0	0	0	0	0
ENSG00000243099		0	0	0	0	0	0
ENSG00000243101		0	0	0	0	0	0
ENSG00000243103		0	0	0	0	0	0
ENSG00000243104		0	0	0	0	0	0
ENSG00000243107		2.63	3.55	4.01	0	7.41	1.24
ENSG00000243113		0	0	0.92	1.42	1.58	0.81
ENSG00000243115		0	0	0	0	0	0
ENSG00000243116		5	0	0	0	2	0
ENSG00000243122		0	0	0	0	0	0
ENSG00000243124		0	0	0	0	0	0
ENSG00000243125		0	0	0	0	0	0
ENSG00000243129		0	0	0	0	0	0
ENSG00000243130	PSG11	0	0	0	0	0	0
ENSG00000243135	UGT1A3	0	0	0	0	0	0
ENSG00000243136		0	0	0	0	0	0
ENSG00000243137	PSG4	7	3	7	32	14	21
ENSG00000243141		1	0	0	0	0	0
ENSG00000243144		0	0	0	0	0	0
ENSG00000243147	MRPL33	1039	874	965.34	1236	1084.91	1346.28
ENSG00000243149		0	0	0	0	0	0
ENSG00000243150		0	0	0	0	0	0
ENSG00000243151		0	0	0	0	0	0
ENSG00000243154		0	0	0	0	0	0
ENSG00000243155		9.3	8.09	5.98	16.45	19.77	20.33
ENSG00000243156	MICAL3	2060.05	2164.88	1877.16	1723.13	1792.57	2089.43
ENSG00000243160		0	0	0	0	0	0
ENSG00000243164		0	0	0	0	0	0
ENSG00000243165		0	0	0	0	0	0
ENSG00000243167		0	0	0	0	0	0
ENSG00000243171		0	0	0	0	0	0
ENSG00000243173		0	0	0	0	0	0
ENSG00000243175		3	0	0	0	0	0
ENSG00000243176		5	2	6	9	3	1
ENSG00000243179		0	0	0	0	0	0
ENSG00000243181		0	1	0	0	1	0
ENSG00000243187	CCDC39-AS1	0	0	0	0	0	0
ENSG00000243188	HNRNPA1P17	0	0	0	0	0	0
ENSG00000243193		0	0	0	0	0	0
ENSG00000243195		0	0	0	0	0	0
ENSG00000243197	LSAMP-AS3	0	0	0	0	0	0
ENSG00000243199		53.9	54.18	52.95	49.97	49.74	35.75
ENSG00000243207	PPAN-P2RY11	17.07	9.57	4.12	0	10.69	0
ENSG00000243220		1	1	2	3	0	0
ENSG00000243224		1	9	3	11	10	6
ENSG00000243225		1	2	1	0	0	0
ENSG00000243227		0	0	0	0	0	0
ENSG00000243230		2	1	1	2	4	3
ENSG00000243232	PCDHAC2	0	0	0	1.97	5.72	4.79
ENSG00000243234		0	0	0	0	1	0
ENSG00000243236		0	0	0	1	0	1
ENSG00000243238	IGKV2-30	0	0	0	0	0	0
ENSG00000243243		0	5	0	4	2	3
ENSG00000243244	STON1	344.98	318	271	989	1097	1323
ENSG00000243250	RPS6P16	0	0	0	1	0	0
ENSG00000243251	PGBD3	134.95	155.06	90.54	159.31	162.47	178.93
ENSG00000243254		0	0	0	0	0	0
ENSG00000243256		0	0	0	0	0	0
ENSG00000243257		0	0	0	0	0	0
ENSG00000243260		0	0	0	0	0	0
ENSG00000243264	IGKV2D-29	0	0	0	0	0	0
ENSG00000243265		0	0	0	0	0	0
ENSG00000243267		0	0	0	0	0	0
ENSG00000243268	ATP5A1P1	1	0	0	0	0	0
ENSG00000243273		0	0	0	0	0	0
ENSG00000243274		0	0	0	0	0	0
ENSG00000243276		0	0	0	0	0	0
ENSG00000243279	PRAF2	364	298	353	506	466	560.73
ENSG00000243280		0	0	0	0	0	0
ENSG00000243284	VSIG8	1	1	1	2.28	0	2
ENSG00000243287	RPS17P14	0	0	0	0	0	0
ENSG00000243289	CTGLF8P	0	0	0	0	0	0
ENSG00000243290	IGKV1-12	0	0	0	0	0	0
ENSG00000243295		0	0	0	0	0	0
ENSG00000243296		0	0	0	0	0	0
ENSG00000243297		0	0	0	0	0	0
ENSG00000243300	LINC00359	0	0	0	0	0	0
ENSG00000243302		104.46	158.07	101.38	79.58	116.25	135.27
ENSG00000243303		0	0	0	0	0	3
ENSG00000243304		0	1	6	3	3	4
ENSG00000243305		0	0	0	0	0	0
ENSG00000243307		0	0	1	0	0	0
ENSG00000243312		0	0	0	0	0	0
ENSG00000243313		0	0	0	0	0	0
ENSG00000243314		0	0	0	0	0	0
ENSG00000243316	GUCY2GP	0	0	0	0	0	0
ENSG00000243317	C7orf73	1931	1560	1732	2121	2091	2519
ENSG00000243319	FGF14-IT1	1	0	0	0	0	0
ENSG00000243321		1	0	0	0	0	0
ENSG00000243323	PTPRVP	0	2	0	0	0	0
ENSG00000243328		0	0	0	0	0	0
ENSG00000243333		0	0	0	0	0	0
ENSG00000243335	KCTD7	3210.58	2541.2	2008.62	2271.31	1922.43	1858.8
ENSG00000243338		0	0	0	0	0	0
ENSG00000243339		1	1	0	3	4	2
ENSG00000243345		0	0	0	0	0	0
ENSG00000243346		0	0	0	0	0	0
ENSG00000243347		0	0	0	0	0	0
ENSG00000243349		0	0	0	0	0	0
ENSG00000243350		0	0	0	2	0.71	2.09
ENSG00000243352		0	0	0	0	0	0
ENSG00000243353		0	0	0	0	0	0
ENSG00000243355		0	0	0	0	0	0
ENSG00000243359		0	0	0	0	0	0
ENSG00000243364	EFNA4	293.9	204.91	229.85	291.98	227	273.92
ENSG00000243365		0	0	0	0	0	0
ENSG00000243366		0	0	0	0	0	0
ENSG00000243368	MCCC1-AS1	2	10	2	2	0	2
ENSG00000243370		0	0	0	0	0	0
ENSG00000243373		0	0	0	0	0	0
ENSG00000243374		0	0	0	0	0	0
ENSG00000243378		0	0	0	0	0	0
ENSG00000243382	ATP5A1P10	0	0	0	0	0	0
ENSG00000243383		0	0	0	0	0	0
ENSG00000243384		0	0	0	0	0	0
ENSG00000243385		0	0	0	0	0	0
ENSG00000243388	RPL3P3	0	0	0	0	0	0
ENSG00000243389		0	0	0.59	0.65	0	0
ENSG00000243396		0	0	0	0	0	0
ENSG00000243398		0	0	0	0	0	0
ENSG00000243402		0	0	0	0	0	0
ENSG00000243403		0	0	0	0	1.02	0
ENSG00000243404	RPL35AP32	0	0	0	0	0	0
ENSG00000243406	MRPS31P3	206	242	205	190	186	168
ENSG00000243410		0	0	0	0	0	0
ENSG00000243414	TICAM2	186.38	215.32	229.32	641.35	601.9	761.56
ENSG00000243415		0	0	0	0	0	1
ENSG00000243417		0	0	0	0	0	0
ENSG00000243420		0	0	0	0	0	0
ENSG00000243422		0	0	0	0	0	0
ENSG00000243423		0	0	0	0	0	0
ENSG00000243424		0	0	0	0	0	0
ENSG00000243426		0	0	0	0	0	0
ENSG00000243429		0	0	0	2	0	0
ENSG00000243431	RPL5P30	9	20	7	2	5	6
ENSG00000243433		0	0	2	1	0	0
ENSG00000243437		0	1	0	0	0	0
ENSG00000243438		0	0	0	0	0	0
ENSG00000243439		0	0	0	0	0	0
ENSG00000243440		0	0	0	0	0	0
ENSG00000243444	PALM2	49.39	33.69	70.26	26.6	25.54	31.89
ENSG00000243445		0	0	0	0	1	0
ENSG00000243446		0	0	0	0	0	0
ENSG00000243449	C4orf48	3	3	5	11	9	13
ENSG00000243452	NBPF15	1029.55	1054.67	1193.09	1036.69	1071.72	1192.72
ENSG00000243453	COX7BP1	0	0	0	0	0	0
ENSG00000243455		0	0	0	0	0	0
ENSG00000243464		0	0	0	0	0	0
ENSG00000243466	IGKV1-5	22	27	34	18	35	34
ENSG00000243468	INGX	0	0	0	0	0	0
ENSG00000243469		0	0	0	0	0	0
ENSG00000243477	NAT6	297.6	287.41	255.8	224.11	250.16	275.61
ENSG00000243478	AOX2P	0	0	0	0	0	0
ENSG00000243479		0	0	0	0	0	2
ENSG00000243480	AMY2A	0	0	0	0	0	0
ENSG00000243483		0	0	0	0	0	0
ENSG00000243485	MIR1302-11	0	0	0	0	0	0
ENSG00000243486		0	0	0	0	0	0
ENSG00000243488		0	0	0	0	0	0
ENSG00000243489	KRTAP10-11	0	0	0	0	0	0
ENSG00000243491		0	0	0	0	1	0
ENSG00000243494		0	0	0	0	0	0
ENSG00000243495	GMFBP1	0	0	0	0	0	0
ENSG00000243498	UBA52P5	0	0	0	0	0	0
ENSG00000243499	RPS6P21	0	0	0	0	0	0
ENSG00000243500		0	0	0	0	0	0
ENSG00000243501	KHDC1L	0	0	0	2.77	0	0
ENSG00000243503		0	0	0	0	0	0
ENSG00000243504		0	0	0	1	0	2
ENSG00000243505		0	0	0	0	0	0
ENSG00000243507		0	0	0	0	0	0
ENSG00000243508		0	0	0	0	0	0
ENSG00000243509	TNFRSF6B	155.01	157.03	96.1	452.53	267.55	436.07
ENSG00000243510		0	0	0	0	0	0
ENSG00000243514	RPL32P33	0	0	0	0	0	0
ENSG00000243516		0	0	0	0	0	0
ENSG00000243517		1	0	0.94	3	1	2
ENSG00000243518		0	0	0	0	0	0
ENSG00000243519		0	1	0	0	0	0
ENSG00000243521	RPL5P33	0	0	0	0	0	0
ENSG00000243531		0	0	0	0	0	0
ENSG00000243532		0	0	0	0	0	0
ENSG00000243533		1	1	0	0	0	0
ENSG00000243536		0	0	0	0	0	0
ENSG00000243537		3	0	0	0	0	0
ENSG00000243538		0	0	0	0	0	0
ENSG00000243539		0	0	0	0	0	0
ENSG00000243541		0	0	0	0	0	0
ENSG00000243543	WFDC6	1	2	2	0	0	0
ENSG00000243544		0	0	0	0	0	0
ENSG00000243546		0	0	0	0	0	0
ENSG00000243547	HNRNPKP4	28	24	32	38	38	26
ENSG00000243548		0	0	0	0	0	0
ENSG00000243549		0	0	0	0	0	0
ENSG00000243550		0	0	0	0	0	0
ENSG00000243554		2	0	2	0	1	0
ENSG00000243558		0	0	0	0	0.27	0.7
ENSG00000243560		0	0	0	0	0	0
ENSG00000243562		0	0	0	0	0	0
ENSG00000243566	UPK3B	2	3	1	2	0	2
ENSG00000243568		0	0	0	0	0	0
ENSG00000243572		0	0	0	0	0	0
ENSG00000243574		0	0	0	0	0	0
ENSG00000243581		0	0	0	0	0	0
ENSG00000243583		0	0	0	0	0	0
ENSG00000243584		0	0	0	0	0	0
ENSG00000243587	C6orf183	0	1	0	1	0	0
ENSG00000243591		0	0	0	0	0	0
ENSG00000243592	RPL17P22	1	0	0	0	0	0
ENSG00000243593		0	0	0	0	0	0
ENSG00000243596		0	0	0	0	0	0
ENSG00000243601		0	0	0	0	0	0
ENSG00000243607	RPL35AP26	0	0	0	0	0	0
ENSG00000243609	RPS2P44	0	0	0	0	0	0
ENSG00000243613		0	0	0	0	0	0
ENSG00000243620		0	0	0	0	0	0
ENSG00000243621		0	0	0	0	0	0
ENSG00000243627		0	0	0	1	0	0
ENSG00000243629		0	1.14	0	0	0	1.43
ENSG00000243633		0	0	0	0	0	0
ENSG00000243635		0	1	0	30	23	34
ENSG00000243636		0	0	0	1	0	0
ENSG00000243637		0	0	0	0	0	0
ENSG00000243641		0	0	0	0	0	0
ENSG00000243642		1	2	0	0	0	0
ENSG00000243643	TSPY20P	0	0	0	0	0	0
ENSG00000243646	IL10RB	674.88	598	631	1156.47	1073.87	1317.55
ENSG00000243648		0	2	0	0	0	2
ENSG00000243649	CFB	3664	3284	2999.44	9339	9674	11333
ENSG00000243650		2	0	3	4	3	5
ENSG00000243654		0	0	0	0	0	0
ENSG00000243655		0	0	0	0	0	0
ENSG00000243658	MTND5P16	0	0	0	0	0	0
ENSG00000243659		0	0	0	0	0	0
ENSG00000243660	ZNF487P	86	89	74	118	135	141
ENSG00000243661		0	0	0	0	0	0
ENSG00000243663		0	1	0	0	0	0
ENSG00000243664	RPS29P12	0	0	0	0	0	0
ENSG00000243667	WDR92	343.07	260.95	319.08	375.77	399.49	492.95
ENSG00000243669	RPL34P23	0	0	0	0	0	0
ENSG00000243671		0	0	0	0	0	0
ENSG00000243672	RPS3AP40	0	0	0	0	0	0
ENSG00000243674		0	0	0	0	0	0
ENSG00000243675		0	0	0	0	0	0
ENSG00000243678	NME1-NME2	4648.66	3823.11	4170.77	4520.18	3961.34	5027.12
ENSG00000243679		60	72	62	51	52	48
ENSG00000243680		0	2	0	0	0	0
ENSG00000243686		0	0.84	0	3	2.15	0
ENSG00000243687		0	0	0	0	0	0
ENSG00000243694		0	0	1	0	0	0
ENSG00000243695		10.49	3.84	5.33	1.02	0	0
ENSG00000243696	MUSTN1	37.11	41.12	21.77	20.5	15.58	24.97
ENSG00000243697		0	0	0	0	0	0
ENSG00000243700		0	0	0	0	0	0
ENSG00000243701		142	108	130	243	261	265
ENSG00000243702		0	0	0	0	0	0
ENSG00000243704		0	0	0	0	0	0
ENSG00000243705		0	0	0	0	0	0
ENSG00000243708	PLA2G4B	103.53	135.78	134.2	59.99	86.22	97.33
ENSG00000243709	LEFTY1	0	0	0	1	1	5.11
ENSG00000243710	WDR65	16.04	17.18	11.07	15.12	18.13	22.08
ENSG00000243711	RPL21P116	0	0	0	0	1	0
ENSG00000243714		0	0	0	0	0	0
ENSG00000243715	CACNA2D3-AS1	1	0	0	0	0	2
ENSG00000243716		263.51	195.65	219.92	207.92	185.28	222.91
ENSG00000243720		0	0	0	0	0	0
ENSG00000243721		0	0	0	0	0	0
ENSG00000243723		0	0	0	0	0	0
ENSG00000243725	TTC4	784.36	616.33	656	827	827.78	978
ENSG00000243729	OR5V1	0	0	0	0	0	0
ENSG00000243730	RPL29P3	0	0	0	0	0	0
ENSG00000243733		0	0	0	0	0	0
ENSG00000243738		0	0	1	1	2	1
ENSG00000243742	RPLP0P2	0	1	0	0	0	0
ENSG00000243744		0	0	0	0	0	0
ENSG00000243745		0	0	0	1	0	0
ENSG00000243746	EEF1A1P10	4	2	4	3	1	0
ENSG00000243749	ZMYM6NB	464.5	416.8	392.84	762	783.91	764.76
ENSG00000243753	HLA-L	411.85	544.45	363.29	94.37	70.72	63.17
ENSG00000243758		0	0	0	0	0	0
ENSG00000243759	ST13P15	10.79	9.15	6.98	6.2	5.67	7.09
ENSG00000243761		0	0	0	0	0	0
ENSG00000243762		2.82	0	0	0	0	3.19
ENSG00000243766	HOTTIP	0	0	2	0	0	0
ENSG00000243770		0	0	0	0	0	0
ENSG00000243771		0	0	0	0	0	0
ENSG00000243772	KIR2DL3	0	0	0	0	0	0
ENSG00000243775	OSTCP1	0	0	0	0	0	0
ENSG00000243777		0	0	0	0	0	0
ENSG00000243779		0	0	0	0	0	0
ENSG00000243780		0	0	0	0	0	0
ENSG00000243781		0	0	0	0	0	0
ENSG00000243782		0	0	0	0	0	0
ENSG00000243789	JMJD7	88.99	106.36	111.55	168.03	177.33	179
ENSG00000243790		0	0	0	0	0	0
ENSG00000243792		0	0	0	0	0	0
ENSG00000243794		0	0	0	0	0	0
ENSG00000243795		1	1	0	1	0	3
ENSG00000243797		0	0	0	0	0	0
ENSG00000243799	PEX5L-AS1	0	0	0	0	0	0
ENSG00000243801		0	0	0	0	0	0
ENSG00000243802		0	1	0	0	0	0
ENSG00000243806		0	0	0	0	0	0
ENSG00000243810		0	0	0	0	0	0
ENSG00000243811	APOBEC3D	12.31	20.26	13.14	45.14	76.34	61.26
ENSG00000243813		0	0	0	0	0	0
ENSG00000243817		0	0	0	0	0	0
ENSG00000243818		0	0	0	0	0	0
ENSG00000243819		7	3	3	5	10	10
ENSG00000243822		0	0	0	0	0	0
ENSG00000243824		0	0	0	1.11	0	0
ENSG00000243828		0	0	0	0	0	0
ENSG00000243829		3	1	1	1	2	1
ENSG00000243830		0	0	0	0	0	0
ENSG00000243831		0	0	0	0	0	0
ENSG00000243832		0	0	0	0	0	0
ENSG00000243836		1	0	0	0	0	0
ENSG00000243838	PSMC1P7	0	0	0	0	0	0
ENSG00000243844	RPL17P33	0	0	0	0	0	0
ENSG00000243845		0	0	0	0	0	0
ENSG00000243847		0	0	0	0	0	0
ENSG00000243849	WDR52-AS1	0	0	0	0	1	0
ENSG00000243853	ALDH7A1P3	0	0	0	0	0	0
ENSG00000243854		0	0	0	0	0	0
ENSG00000243855		0	0	0	0	0	0
ENSG00000243856		0	0	0	0	0	0
ENSG00000243859		0	1	2	0	0	2
ENSG00000243861		0	0	0	0	0	0
ENSG00000243864		0	0	0	0	0	0
ENSG00000243869		0	0.81	0	0	0	0
ENSG00000243870		0	0	0	2	0	0
ENSG00000243871		0	0	0	0	0	0
ENSG00000243872		0	0	0	0	0	0
ENSG00000243873	HMGB1P36	0	0	0	0	0	0
ENSG00000243877	HMGB1P38	0	0	0	0	0	0
ENSG00000243883		0	0	0	0	0	0
ENSG00000243885		0	0	0	0	0	0
ENSG00000243886		0	0	0	0	0	0
ENSG00000243888		0	0	0	0	0	0
ENSG00000243889	TRBV8-1	0	0	0	0	0	0
ENSG00000243894		0	0	0	0	0	0
ENSG00000243896	OR2A7	0	0	0	5	11	7
ENSG00000243899	BMS1P7	24.18	11.51	28.65	16.11	14.1	29.07
ENSG00000243900		0	0	0	0	0	0
ENSG00000243902		5	6	3	10	9	6
ENSG00000243903		0	0	0	0	0	0
ENSG00000243904		0	0	0	0	0	0
ENSG00000243905		0	0	0	0	0	0
ENSG00000243910	TUBA4B	6	5	2	1	0	5
ENSG00000243911		0	0	0	0	0	0
ENSG00000243914		0	0	0	0	0	0
ENSG00000243915	PRKRIRP2	0	0	0	0	0	0
ENSG00000243916		0	0	0	0	0	0
ENSG00000243918	EIF4BP8	0	0	0	0	0	0
ENSG00000243920		0	0	0	0	0	0
ENSG00000243925		0	0	0	0	0	0
ENSG00000243926	TIPARP-AS1	1	0	1	2	3	4
ENSG00000243927	MRPS6	2244.72	1989.73	2003.9	2411.55	2379.94	2809.05
ENSG00000243928		0	0	0	0	0	0
ENSG00000243929		0	0	0	0	0	0
ENSG00000243930	RPS12P21	0	0	2.9	0	2	0
ENSG00000243935		0	0	0	0	0	0
ENSG00000243939		0	0	0	0	0	0
ENSG00000243943	ZNF512	1466.27	1352.92	1489.63	1996	2134.49	2520.56
ENSG00000243944		0	0	0	0	0	0
ENSG00000243945		0	0	0	0	0	0
ENSG00000243951		0	0	0	0	0	0
ENSG00000243953		0	0	0	0	0	0
ENSG00000243954		0	0	0	0	0	0
ENSG00000243955	GSTA1	0	1	3	0	0	1
ENSG00000243957		0	0	0	0	0	0
ENSG00000243959		0	0	0	0	0	0
ENSG00000243960		0	6.37	7.34	0	0	0
ENSG00000243961		0	0	0	0	0	0
ENSG00000243964		0	0	0	0	3	1
ENSG00000243967	NBPF5	0	0	0	0	0	0
ENSG00000243968		0	0	0	0	0	0
ENSG00000243969		0	0	0	0	0	0
ENSG00000243970	PPIEL	7	2	2.07	5	0	0
ENSG00000243974	VTI1BP1	0	0	0	0	0	2
ENSG00000243976		0	0	0	0	0	0
ENSG00000243977		0	0	0	0	0	0
ENSG00000243978	RGAG1	2	3	8	3	1	7
ENSG00000243979		1	0	0	0	2	0
ENSG00000243980		0	0	0	0	0	0
ENSG00000243981		0	0	0	0	0	0
ENSG00000243986	ENO1P3	0	0	0	0	0	0
ENSG00000243988	RPS24P17	0	1	0	0	2	0
ENSG00000243989	ACY1	607.05	567.09	629.14	774.98	789.58	852.18
ENSG00000243991		0	0	0	0	0	0
ENSG00000243993		0	0	0.56	0	0	0
ENSG00000243995		0	0	0	0	0	0
ENSG00000244000		0	0	0	0	0	0
ENSG00000244002		0	0	0	0	0	0
ENSG00000244003		0	0	0	0	0	0
ENSG00000244004		0	0	0	0	0	0
ENSG00000244005	NFS1	499	436	438	576	586	752
ENSG00000244006		0	0	0	0	0	0
ENSG00000244009		0	0	0	0	0	2
ENSG00000244018	RPL35P6	0	2	1	1	0	0
ENSG00000244019		0	0	0	0	0	0
ENSG00000244020		0	0	0	0	0	0
ENSG00000244021		0	1.29	0	1.23	2.48	0
ENSG00000244024		0	0	0	0	0	0
ENSG00000244025	KRTAP19-3	0	0	0	0	0	0
ENSG00000244026	FAM86DP	120	100	158.91	160	181.84	215.8
ENSG00000244030		0	0	0	0	0	0
ENSG00000244031		0	0	0	0	0	0
ENSG00000244033		0	0	0	0	0	0
ENSG00000244034		0	0	0	0	0	0
ENSG00000244036		0	0	0	0	0	0
ENSG00000244038	DDOST	7456.15	6707.9	6304.32	9507.53	9190.29	10712.29
ENSG00000244039		0	0	0	0	0	0
ENSG00000244040		0	0	1	0	0	0
ENSG00000244041		80	66	43	39.01	41	49
ENSG00000244043	RPS27P27	0	0	0	0	0	0
ENSG00000244044		0	0	0	0	0	0
ENSG00000244045	TMEM199	732	586	633	763	757	871
ENSG00000244048		0	0	0	0	0	0
ENSG00000244050		0	0	1	0	3	0
ENSG00000244052	RPL5P24	0	0	1	0	0	0
ENSG00000244053	RPL13AP2	0	0	0	0	0	0
ENSG00000244055		7.14	6.26	4.13	4.11	5.38	2.18
ENSG00000244056		0	0	0	0	0	0
ENSG00000244057	LCE3C	0	0	0	0	0	0
ENSG00000244060	RPS2P41	0	2	3	0	0	0
ENSG00000244061		0	0	0	0	0	0
ENSG00000244062		0	0	0	0	0	0
ENSG00000244063		0	0	0	0	1	0
ENSG00000244065		0	1	0	0	0	0
ENSG00000244066		0	0	0	0	0	0
ENSG00000244067	GSTA2	2	4	2	0	0	0
ENSG00000244071	RPL9P33	0	0	0	0	0	0
ENSG00000244073		0	4	3	1	0	1
ENSG00000244076		0	0	0	0	0	0
ENSG00000244078		0	0	0	0	0	0
ENSG00000244080		0	0	0	0	0	0
ENSG00000244081		0	0	0	0	0	0
ENSG00000244083		0	0	0	0	0	0
ENSG00000244086		3	5	0	0	4	1
ENSG00000244088		0	0	0	0	0	0
ENSG00000244089	HMGB1P30	0	0	0	0	0	0
ENSG00000244091		0	0	0	0	0	0
ENSG00000244094	SPRR2F	0	0	0	0	0	0
ENSG00000244097	RPS4XP17	2	0	2	0	0	0
ENSG00000244099		0	0	0	0	0	0
ENSG00000244101	HMGN1P10	0	0	0	0	0	0
ENSG00000244104		0	0	0	0	0	0
ENSG00000244107		0	0	0	0	0	0
ENSG00000244112		0	0	0	0	0	0
ENSG00000244113		0	0	0	0	0	0
ENSG00000244115	DNAJC25-GNG10	69.92	0.78	0.88	1.26	0.77	0.84
ENSG00000244116	IGKV2-28	0	0	0	0	0	0
ENSG00000244119		3	7	1	6	15	7.42
ENSG00000244122	UGT1A7	0	0	0	0	0	0
ENSG00000244124	ATP1B3-AS1	2	3	0	0	0	0
ENSG00000244125		0	0	0	0	0	0
ENSG00000244128		70	76	91	39	42	31
ENSG00000244130		0	0	0	0	0	0
ENSG00000244131	RPSAP51	0	0	0	0	0	0
ENSG00000244134	RPS12P20	1	0	0	0	0	0
ENSG00000244137		0	0	0	0	0	0
ENSG00000244139		0	0	0	0	0	0
ENSG00000244142	ATP6V0CP2	0	0	0	0	0	0
ENSG00000244144		0	0	0	0	0	0
ENSG00000244146		0	0	0	0	0	0
ENSG00000244151		51.34	43.53	41.22	18.25	22.87	29.92
ENSG00000244152		0	0	0	0	0	0
ENSG00000244153		2	0	1	1	2	2
ENSG00000244155	CYP4F34P	0	0	0	0	0	0
ENSG00000244157		0	0	0	0	0	0
ENSG00000244158		0	0	0	0	0	0
ENSG00000244159		0	0	0	0	0	0
ENSG00000244161	FLNB-AS1	17	20	12.02	9	21.42	12.2
ENSG00000244165	P2RY11	145.14	226.79	137.62	120.89	154.33	133.44
ENSG00000244167		0	0	0	0	0	0
ENSG00000244169		0	0	0	0	0	0
ENSG00000244171	PBX2P1	14	15	14	16	11	14
ENSG00000244176		0	0	0	0	0	0
ENSG00000244180		0	0	0	0	0	0
ENSG00000244183		0	0	0	0	0	0
ENSG00000244184		0	2	2	2	4	9
ENSG00000244187	TMEM141	606.48	447.95	508.62	723	626	853
ENSG00000244192		0	0	0	0	0	0
ENSG00000244193		0.79	0	0.78	1.32	1.73	0
ENSG00000244194		0	0	0	0	0	0
ENSG00000244196	PPIAP15	0	0	0	0	0	0
ENSG00000244197		0	0	0	0	0	0
ENSG00000244198		3	0	4	0	3.66	5
ENSG00000244199		0	0	0	0	0	0
ENSG00000244203	FOXP1-AS1	0	0	0	0	0	0
ENSG00000244211	PDZK1P2	0	0	0	0	0	0
ENSG00000244213	ZFAND6P1	0	0	0	1	0	0
ENSG00000244214		0	0	0	0	0	0
ENSG00000244215		0	0	0	0	0	0
ENSG00000244217		0	1	0	0	2	1
ENSG00000244218		0	0	0	0	1	0
ENSG00000244219		3	4.58	4	9.57	4.37	3
ENSG00000244222		0	0	0	0	0	0
ENSG00000244226		0	0	0	0	0	0
ENSG00000244227		0	0	0	0	0	0
ENSG00000244229		0	0	0	0	0	0
ENSG00000244230		0	0	0	0	0	0
